City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
362,Castrillon,ES,43.4,-6.79,63.0,93,20,4.7,few clouds
363,Puerto Maldonado,PE,-12.6,-69.18,80.8,57,81,2.73,broken clouds
364,Mayor Pablo Lagerenza,PY,-19.93,-60.77,72.97,47,0,4.65,clear sky
365,Mandera,KE,3.94,41.87,74.62,67,0,8.41,clear sky
366,Kisesa,TZ,-3.08,34.15,59.58,57,48,6.11,scattered clouds
367,Aleksandrovskoye,RU,44.71,43.0,53.6,81,100,8.14,overcast clouds
368,Bandarbeyla,SO,9.49,50.81,77.23,76,93,23.8,overcast clouds
369,Yarada,IN,17.65,83.27,84.2,89,20,4.7,mist
370,Szubin,PL,53.01,17.74,45.0,100,0,3.36,clear sky
371,Yar-Sale,RU,66.83,70.83,46.38,91,100,7.52,overcast clouds
372,Ratnagiri,IN,16.98,73.3,80.85,83,100,1.16,moderate rain
373,Boende,CD,-0.22,20.87,70.95,98,92,2.71,light rain
374,Wawa,NG,9.9,4.42,73.69,91,100,3.69,overcast clouds
375,Katra,IN,32.98,74.95,80.6,94,20,1.12,few clouds
376,Novoagansk,RU,61.94,76.66,47.26,85,0,4.63,clear sky
377,Vila Franca Do Campo,PT,37.72,-25.43,68.0,72,20,10.29,few clouds
378,Nampula,MZ,-15.12,39.27,66.2,93,23,4.7,few clouds
379,Quatre Cocos,MU,-20.21,57.76,72.0,77,75,13.87,broken clouds
380,Castanhal,BR,-1.29,-47.93,78.8,83,20,10.29,few clouds
381,Visby,SE,57.64,18.3,51.8,71,29,10.29,scattered clouds
382,Boysun,UZ,38.21,67.2,56.55,40,0,3.4,clear sky
383,Kamareddi,IN,18.32,78.35,78.53,88,82,8.84,light rain
384,Rocha,UY,-34.48,-54.33,57.54,76,1,11.74,clear sky
385,Barahona,DO,18.21,-71.1,79.59,71,12,2.46,few clouds
386,Uige,AO,-7.61,15.06,68.4,92,74,2.17,broken clouds
387,Ceres,US,37.59,-120.96,84.2,39,1,3.36,clear sky
388,Praia Da Vitoria,PT,38.73,-27.07,70.0,94,75,11.81,broken clouds
389,Maralal,KE,1.1,36.7,56.71,79,71,4.18,broken clouds
390,Panambi,BR,-28.29,-53.5,64.4,93,13,4.7,few clouds
391,Puerto Del Rosario,ES,28.5,-13.86,73.4,78,22,11.41,few clouds
392,Halifax,CA,44.65,-63.57,59.0,97,80,4.09,broken clouds
393,Wicklow,IE,53.0,-6.42,53.6,93,20,3.36,few clouds
394,Ust-Tsilma,RU,65.44,52.15,36.84,82,83,2.57,broken clouds
395,Mahanoro,MG,-19.9,48.8,65.44,87,9,3.4,clear sky
396,Shubarshi,KZ,48.59,57.19,48.51,76,12,3.53,few clouds
397,Yenagoa,NG,4.92,6.26,74.44,94,100,3.11,overcast clouds
398,Westport,US,41.14,-73.36,69.8,83,40,3.36,scattered clouds
399,Kinshasa,CD,-4.32,15.32,73.4,88,75,3.96,mist
400,Barka Kana,IN,23.62,85.48,75.2,100,90,1.45,thunderstorm with light rain
401,Jardim,BR,-21.48,-56.14,69.53,67,19,0.76,few clouds
402,Birmitrapur,IN,22.4,84.77,83.89,79,100,3.44,light rain
403,Moroni,KM,-11.7,43.26,73.17,73,0,6.55,clear sky
404,Carutapera,BR,-1.2,-46.02,77.72,84,0,6.49,clear sky
405,Tarabha,IN,20.73,83.65,85.59,75,78,3.02,broken clouds
406,Damaturu,NG,11.75,11.96,75.9,80,5,7.78,clear sky
407,Arlit,NE,18.74,7.39,87.12,40,100,1.61,overcast clouds
408,Haridwar,IN,29.97,78.17,77.0,88,0,3.91,mist
409,Nantucket,US,41.28,-70.1,68.0,82,90,4.7,overcast clouds
410,Benjamin Aceval,PY,-24.97,-57.57,63.93,78,0,2.91,clear sky
411,Aswan,EG,24.09,32.91,86.34,25,0,9.37,clear sky
412,Iisalmi,FI,63.56,27.19,37.4,93,62,6.93,broken clouds
413,Albany,US,42.6,-73.97,57.99,95,100,4.54,overcast clouds
414,Mitsamiouli,KM,-11.38,43.28,75.45,77,0,11.56,clear sky
415,Rigaud,CA,45.48,-74.3,48.0,75,5,2.24,clear sky
416,Havelock,US,34.88,-76.9,79.0,100,75,5.82,broken clouds
417,Rudbar,AF,30.15,62.6,67.41,39,0,13.02,clear sky
418,Abha,SA,18.22,42.51,64.4,22,38,5.41,scattered clouds
419,Porto Belo,BR,-27.16,-48.55,68.0,93,75,5.82,broken clouds
420,Itapira,BR,-22.44,-46.82,72.99,43,84,6.31,broken clouds
421,San Carlos De Bariloche,AR,-41.15,-71.31,41.0,65,40,27.51,moderate rain
422,Mahuva,IN,21.09,71.76,80.53,83,100,7.58,overcast clouds
423,Emirdag,TR,39.02,31.15,64.13,59,0,1.83,clear sky
424,Dalhousie,IN,32.53,75.98,70.68,59,0,3.0,clear sky
425,Golkoy,TR,40.69,37.62,71.6,100,75,2.24,broken clouds
426,Novouzensk,RU,50.46,48.14,52.84,47,99,10.87,overcast clouds
427,Palora,EC,-1.7,-77.93,64.74,96,76,2.39,moderate rain
428,Guhagar,IN,17.48,73.19,79.86,86,100,2.62,overcast clouds
429,Parkersburg,US,39.27,-81.56,64.4,88,1,3.36,clear sky
430,Vila Do Maio,CV,15.13,-23.22,80.87,82,0,7.81,clear sky
431,Lisakovsk,KZ,52.54,62.49,47.19,83,6,8.25,clear sky
432,Kodala,IN,19.63,84.95,87.04,73,95,1.9,overcast clouds
433,Maarianhamina,AX,60.1,19.93,35.6,93,100,1.12,overcast clouds
434,Pombas,CV,17.15,-25.02,80.6,88,20,3.36,few clouds
435,Ndola,ZM,-12.96,28.64,65.64,40,1,7.94,clear sky
436,Santa Marta,CO,11.24,-74.2,79.75,77,95,4.59,overcast clouds
437,Douentza,ML,15.0,-2.95,79.32,65,100,8.52,overcast clouds
438,Ayagoz,KZ,47.97,80.44,55.36,43,82,20.56,broken clouds
439,Gravdal,NO,68.12,13.5,51.01,87,100,32.5,light rain
440,Kuznetsk,RU,53.12,46.6,53.26,46,68,14.36,broken clouds
441,Rabat,MA,33.99,-6.84,69.8,83,75,14.99,broken clouds
442,Ejura,GH,7.39,-1.36,69.58,98,36,3.44,scattered clouds
443,Menongue,AO,-14.66,17.69,59.47,76,0,3.65,clear sky
444,Santa Maria,BR,-29.68,-53.81,59.0,100,18,1.77,few clouds
445,Port-Cartier,CA,50.03,-66.87,28.4,86,5,2.24,clear sky
446,Salinopolis,BR,-0.61,-47.36,80.2,79,0,12.53,clear sky
447,Port Blair,IN,11.67,92.75,79.57,87,100,17.96,overcast clouds
448,Capanema,BR,-1.2,-47.18,74.55,89,0,4.43,clear sky
449,Sao Francisco Do Sul,BR,-26.24,-48.64,68.0,10,100,4.47,overcast clouds
450,Marfino,RU,55.7,37.38,48.2,93,75,11.18,light intensity shower rain
451,Lagoa,PT,39.05,-27.98,70.21,80,73,17.92,light rain
452,Port Hawkesbury,CA,45.62,-61.35,60.01,93,75,3.36,broken clouds
453,Yarmouth,US,41.71,-70.23,69.01,93,1,5.82,clear sky
454,Gamba,GA,-2.65,10.0,74.21,91,100,7.49,light rain
455,Ati,TD,13.22,18.34,81.46,60,9,9.95,clear sky
456,Riyadh,SA,24.69,46.72,78.8,26,20,3.36,few clouds
457,Gao,ML,16.64,1.64,83.08,58,100,6.96,overcast clouds
458,Ramsar,IR,36.92,50.64,69.8,83,20,2.24,few clouds
459,Luxor,EG,25.7,32.64,83.37,30,0,4.65,clear sky
460,Tarare,FR,45.9,4.43,64.99,85,0,2.39,clear sky
461,Xuddur,SO,4.12,43.89,69.69,78,0,9.89,clear sky
462,Hazorasp,UZ,41.32,61.07,44.6,87,0,2.24,clear sky
463,Harbour Breton,CA,47.48,-55.8,64.0,100,92,7.0,overcast clouds
464,Pauini,BR,-7.71,-66.98,79.56,56,25,1.72,scattered clouds
465,Raga,SS,8.46,25.68,70.45,94,3,1.88,clear sky
466,Gat,IL,31.61,34.76,78.01,73,0,2.24,clear sky
467,Mayumba,GA,-3.43,10.66,74.52,90,100,7.14,light rain
468,Clayton,US,33.53,-84.37,71.6,94,75,4.7,broken clouds
469,Najran,SA,17.49,44.13,68.0,30,0,4.7,clear sky
470,Nasriganj,IN,25.05,84.33,87.44,68,44,3.24,scattered clouds
471,Nouadhibou,MR,20.93,-17.03,78.62,68,35,18.25,scattered clouds
472,San Pedro De Macoris,DO,18.46,-69.3,82.0,94,20,4.7,few clouds
473,Rundu,NA,-17.93,19.77,64.0,36,0,0.96,clear sky
474,Tucuman,AR,-26.82,-65.22,69.8,40,0,8.05,clear sky
475,Kyshtovka,RU,56.55,76.63,46.87,87,0,5.35,clear sky
476,Ahar,IR,38.48,47.07,58.03,83,5,2.35,clear sky
477,San Juan,AR,-31.54,-68.54,65.5,26,0,3.69,clear sky
478,Mapiripan,CO,2.89,-72.13,75.33,82,100,3.31,overcast clouds
479,Panama City,PA,8.99,-79.52,78.8,83,100,2.24,overcast clouds
480,Getashen,AM,40.04,43.94,64.4,63,0,6.93,clear sky
481,Cururupu,BR,-1.83,-44.87,75.24,90,2,3.96,clear sky
482,Atocha,BO,-20.93,-66.23,42.89,52,28,2.48,scattered clouds
483,Lugoba,TZ,-6.45,38.33,67.78,93,63,2.46,broken clouds
484,Arkhangelsk,RU,64.54,40.54,33.8,93,40,6.71,scattered clouds
485,Manyana,BW,-23.4,21.72,58.96,24,0,9.06,clear sky
486,Moratuwa,LK,6.77,79.88,80.6,88,20,6.93,few clouds
487,Saint-Joseph,RE,-21.37,55.62,66.2,59,27,8.05,scattered clouds
488,Yashkul,RU,46.17,45.34,57.92,70,8,12.21,clear sky
489,Abatskoye,RU,56.29,70.46,48.94,91,98,13.91,overcast clouds
490,Tres Arroyos,AR,-38.37,-60.28,49.39,48,70,10.94,broken clouds
491,Kidodi,TZ,-7.6,37.0,68.95,82,74,0.87,broken clouds
492,Camacha,PT,33.08,-16.33,71.6,68,40,16.11,scattered clouds
493,Inongo,CD,-1.95,18.27,69.13,97,100,3.36,overcast clouds
494,Kottapalli,IN,18.48,79.1,82.53,80,91,5.88,heavy intensity rain
495,Tarauaca,BR,-8.16,-70.77,83.1,52,98,1.48,overcast clouds
496,Bay Roberts,CA,47.6,-53.26,64.0,1,93,15.23,overcast clouds
497,Pucallpa,PE,-8.38,-74.55,78.3,65,10,1.19,clear sky
498,Bilma,NE,18.69,12.92,91.38,21,42,8.19,scattered clouds
499,Tonantins,BR,-2.87,-67.8,76.17,79,100,0.16,overcast clouds
500,Biala Podlaska,PL,52.03,23.12,45.95,77,3,11.65,clear sky
501,Araouane,ML,18.9,-3.53,91.27,38,21,5.88,few clouds
502,Myskhako,RU,44.67,37.74,57.2,82,0,6.71,clear sky
503,Lagunas,PE,-5.23,-75.68,77.23,72,23,0.67,few clouds
504,Rapar,IN,23.57,70.63,83.28,80,70,13.29,broken clouds
505,Nipani,IN,16.4,74.38,69.8,100,75,3.36,broken clouds
506,Tovarkovo,RU,54.68,35.94,46.4,93,90,11.18,overcast clouds
507,Skawina,PL,49.98,19.83,45.0,87,22,2.24,few clouds
508,Montlucon,FR,46.33,2.6,64.0,85,0,4.54,clear sky
509,Tamandare,BR,-8.76,-35.1,72.68,81,3,4.99,clear sky
510,Demyansk,RU,57.64,32.47,45.36,94,89,5.48,light rain
511,Jacareacanga,BR,-6.22,-57.75,78.67,65,67,1.88,broken clouds
512,Toropets,RU,56.5,31.64,44.49,93,91,10.65,light rain
513,Nicoya,CR,10.15,-85.45,74.97,91,100,1.97,overcast clouds
514,Sura,RU,53.89,45.74,55.65,42,100,15.55,overcast clouds
515,Hobyo,SO,5.35,48.53,76.41,86,1,15.79,clear sky
516,Totness,SR,5.88,-56.32,77.99,85,3,2.75,clear sky
517,Tessalit,ML,20.2,1.01,85.57,43,49,3.67,scattered clouds
518,Nowy Tomysl,PL,52.32,16.13,44.01,100,25,2.24,fog
519,Hatillo,PR,18.49,-66.83,81.0,85,38,1.99,scattered clouds
520,Brae,GB,60.4,-1.35,55.4,93,100,13.87,overcast clouds
521,Necochea,AR,-38.55,-58.74,46.99,10,62,3.0,broken clouds
522,Oranjemund,NA,-28.55,16.43,54.81,93,5,7.0,clear sky
523,Nalut,LY,30.33,10.85,69.42,49,0,10.33,clear sky
524,Vilhena,BR,-12.74,-60.15,77.0,29,65,0.25,broken clouds
525,Langarud,IR,37.2,50.15,69.8,100,20,1.88,mist
526,Kozyatyn,UA,49.71,28.83,44.42,87,0,12.21,clear sky
527,Matay,EG,28.42,30.78,75.16,72,0,15.99,clear sky
528,Siverek,TR,37.76,39.32,71.6,60,0,6.93,clear sky
529,Taltal,CL,-25.4,-70.48,56.79,69,19,2.91,few clouds
530,Vera Cruz,BR,-12.63,-41.03,63.16,78,14,0.65,few clouds
531,Lithakia,GR,37.72,20.83,73.4,94,90,28.86,light rain
532,Crossville,US,35.95,-85.03,68.0,77,20,11.41,few clouds
533,Romanshorn,CH,47.57,9.38,62.01,87,17,5.82,few clouds
534,Longonjo,AO,-12.91,15.25,59.32,78,41,1.66,scattered clouds
535,Mehran,IR,33.12,46.16,68.0,14,0,6.93,clear sky
536,Shache,CN,38.42,77.24,69.69,22,55,9.53,broken clouds
537,Beyneu,KZ,45.32,55.2,50.86,54,0,1.97,clear sky
538,Khuzdar,PK,27.74,66.64,75.72,18,1,4.32,clear sky
539,Yabrud,SY,33.97,36.66,66.2,72,0,5.82,clear sky
540,Cabral,DO,18.25,-71.22,78.58,68,3,2.37,clear sky
541,Nizhnyaya Tavda,RU,57.67,66.17,45.9,86,100,10.31,overcast clouds
542,Vagur,FO,61.47,-6.81,51.35,90,89,13.78,overcast clouds
543,Melilla,ES,35.29,-2.94,73.4,83,20,6.93,few clouds
544,Boa Vista,BR,2.82,-60.67,80.6,83,40,5.82,thunderstorm
545,Monte Patria,CL,-30.69,-70.95,66.61,41,0,0.85,clear sky
546,Aneho,TG,6.23,1.6,75.2,94,40,5.82,scattered clouds
547,Mao,ES,39.89,4.27,71.6,88,53,4.7,broken clouds
548,Sanchursk,RU,56.94,47.25,51.76,71,100,11.99,overcast clouds
549,Homa Bay,KE,-0.53,34.46,67.15,55,31,1.57,scattered clouds
550,Richards Bay,ZA,-28.78,32.04,61.3,88,3,6.13,clear sky
551,Svetlogorsk,BY,52.63,29.73,48.79,75,92,14.65,overcast clouds
552,Concordia,AR,-31.39,-58.02,55.0,88,0,4.56,clear sky
553,Coueron,FR,47.22,-1.72,66.2,45,5,9.17,clear sky
554,Atlantic City,US,39.36,-74.42,69.01,88,75,3.22,moderate rain
555,Stornoway,GB,58.21,-6.39,57.2,93,89,11.41,overcast clouds
556,Faridabad,IN,28.43,77.32,87.01,74,20,3.36,haze
557,Dekar,BW,-21.53,21.93,62.91,27,14,7.49,few clouds
558,Ledec,CZ,49.97,15.59,43.0,100,64,4.83,broken clouds
559,Jijiga,ET,9.35,42.8,62.49,80,0,8.95,clear sky
560,Thomasville,US,35.88,-80.08,66.0,95,100,1.01,light rain
561,Iberia,US,29.95,-91.75,78.8,83,1,4.7,clear sky
562,Nador,MA,35.17,-2.93,73.4,83,20,6.93,few clouds
563,Oistins,BB,13.07,-59.53,77.0,83,20,5.82,few clouds
564,Anloga,GH,5.79,0.9,75.2,94,40,5.82,scattered clouds
565,Mananjary,MG,-21.22,48.33,63.52,90,4,4.88,clear sky
566,Verkhnyaya Inta,RU,65.98,60.31,39.4,87,93,12.1,overcast clouds
567,Ajaccio,FR,42.0,8.92,66.2,88,0,5.82,clear sky
568,Plettenberg Bay,ZA,-34.05,23.37,54.99,72,0,3.44,clear sky
569,General Roca,AR,-39.03,-67.58,55.4,37,100,10.29,overcast clouds
570,Obra,IN,24.42,82.98,86.95,62,24,4.0,few clouds
571,Kidal,ML,18.44,1.41,85.75,51,92,9.64,overcast clouds
572,Gweta,BW,-20.18,25.23,74.23,46,70,15.03,broken clouds
573,Guiglo,CI,6.55,-7.5,70.07,98,82,3.15,broken clouds
574,Lagoa Vermelha,BR,-28.21,-51.53,56.86,98,4,2.35,clear sky
575,Casablanca,MA,33.59,-7.62,69.8,100,40,6.93,thunderstorm
576,Shahr-E Babak,IR,30.12,55.12,56.62,37,0,5.03,clear sky
577,Banda Aceh,ID,5.56,95.32,84.45,66,100,14.54,overcast clouds
578,Dalbandin,PK,28.89,64.41,75.7,17,0,5.53,clear sky
579,Catamarca,AR,-28.47,-65.79,46.0,54,0,13.02,clear sky
580,Greensburg,US,40.3,-79.54,61.0,95,5,5.82,mist
581,Contamana,PE,-7.33,-75.02,81.07,58,96,1.43,overcast clouds
582,Tamale,GH,9.4,-0.84,72.52,93,40,5.37,scattered clouds
583,Penzance,GB,50.12,-5.54,57.2,82,0,34.45,clear sky
584,Gedo,ET,9.02,37.45,50.58,95,48,1.79,scattered clouds
585,Baie-Comeau,CA,49.22,-68.15,30.2,92,1,2.24,clear sky
586,Carbonia,IT,39.17,8.52,71.01,83,5,3.36,clear sky
587,Humaita,BR,-7.51,-63.02,81.09,55,37,2.06,scattered clouds
588,Sisimiut,GL,66.94,-53.67,34.95,83,3,9.89,clear sky
589,Trujillo,PE,-8.12,-79.03,61.45,81,26,5.88,scattered clouds
590,Joshimath,IN,30.57,79.57,70.05,45,3,3.78,clear sky
591,Lucea,JM,18.45,-78.17,80.6,83,20,3.36,few clouds
592,Kuytun,RU,54.34,101.5,55.31,69,2,10.65,clear sky
593,Urengoy,RU,65.97,78.37,47.7,79,100,11.14,overcast clouds
594,Plouzane,FR,48.38,-4.62,60.8,82,93,17.22,overcast clouds
595,Sakakah,SA,29.97,40.21,84.2,13,0,4.7,clear sky
596,Moose Factory,CA,51.26,-80.61,39.2,69,1,10.29,clear sky
597,Mountrath,IE,53.0,-7.47,53.01,95,0,3.47,clear sky
598,Edd,ER,13.93,41.69,89.58,52,8,3.62,clear sky
599,Nosy Varika,MG,-20.58,48.53,64.15,86,4,4.09,clear sky
600,Santa Fe,AR,-31.63,-60.7,59.99,57,0,6.62,clear sky
601,Pitimbu,BR,-7.47,-34.81,69.8,94,0,3.36,clear sky
602,Cordoba,AR,-31.41,-64.18,72.0,33,0,10.29,clear sky
603,Mastic Beach,US,40.77,-72.85,69.8,83,20,6.67,few clouds
604,Mocuba,MZ,-16.84,36.99,67.91,80,0,3.89,clear sky
605,Bolgatanga,GH,10.79,-0.85,73.18,94,100,3.96,overcast clouds
606,Saint-Paul,RE,-21.01,55.27,68.0,64,5,10.29,clear sky
607,Khandbari,NP,27.37,87.2,75.94,74,97,0.11,overcast clouds
608,Impfondo,CG,1.64,18.07,70.72,98,100,0.56,moderate rain
609,Ordu,TR,40.91,37.68,71.6,100,75,2.24,broken clouds
610,Adrar,MR,20.5,-10.07,90.27,15,0,9.51,clear sky
611,Guildford,GB,51.24,-0.57,52.0,87,0,3.36,clear sky
612,Roald,NO,62.58,6.13,59.0,72,100,21.92,overcast clouds
613,Tarko-Sale,RU,64.92,77.78,48.0,90,90,14.03,heavy intensity rain
614,Jalingo,NG,8.88,11.37,73.35,92,82,2.24,broken clouds
615,Bukavu,CD,-2.51,28.86,64.02,65,98,0.98,overcast clouds
616,Oliveira Dos Brejinhos,BR,-12.32,-42.9,69.37,42,0,4.52,clear sky
617,Horqueta,PY,-23.34,-57.06,64.15,96,0,1.41,clear sky
618,Kandi,BJ,11.13,2.94,71.31,96,7,3.36,clear sky
619,Illela,NG,13.73,5.3,79.74,72,41,5.37,scattered clouds
620,Kortkeros,RU,61.81,51.58,39.2,100,90,11.18,light rain
621,Saint-Ambroise,CA,48.55,-71.33,34.0,87,5,8.05,clear sky
622,Gazojak,TM,41.19,61.4,56.7,37,0,6.04,clear sky
623,Gachala,CO,4.69,-73.52,53.6,93,75,3.36,broken clouds
624,Maur,IN,30.08,75.25,89.91,46,0,4.79,clear sky
625,Dingli,MT,35.86,14.38,75.99,88,0,9.17,clear sky
626,Trapani,IT,37.83,12.67,80.01,83,40,9.17,scattered clouds
627,Cagliari,IT,39.24,9.09,71.01,88,0,8.05,clear sky
628,Semirom,IR,31.42,51.57,46.9,51,0,1.66,clear sky
629,Madingou,CG,-4.15,13.55,74.88,78,99,3.65,overcast clouds
630,De Haan,BE,51.27,3.04,53.01,71,48,11.41,scattered clouds
631,Lubao,PH,14.92,120.55,86.0,74,75,11.41,broken clouds
632,Kumluca,TR,36.37,30.29,82.65,45,0,3.22,clear sky
633,Peniche,PT,39.36,-9.38,63.0,85,83,8.99,broken clouds
634,The Valley,AI,18.22,-63.06,82.0,83,20,10.29,few clouds
635,Villarrobledo,ES,39.27,-2.6,64.99,91,100,7.0,light rain
636,Kralendijk,BQ,12.15,-68.27,82.4,83,0,4.7,clear sky
637,Sarkeresztur,HU,47.01,18.54,63.0,63,100,3.0,overcast clouds
638,Warrington,GB,53.39,-2.58,51.01,87,64,5.82,broken clouds
639,Guajara,BR,-2.97,-57.67,77.9,71,1,0.58,clear sky
640,Tufanganj,IN,26.32,89.67,78.26,91,98,3.74,overcast clouds
641,Bantry,IE,51.68,-9.45,55.4,82,0,12.75,clear sky
642,Placido De Castro,BR,-10.34,-67.19,82.22,40,69,0.38,broken clouds
643,Huarmey,PE,-10.07,-78.15,59.92,85,1,5.46,clear sky
644,Kolyshley,RU,52.7,44.54,57.0,22,100,18.1,overcast clouds
645,Sechura,PE,-5.56,-80.82,61.86,83,12,10.11,few clouds
646,Tapes,BR,-30.67,-51.4,60.85,92,0,6.38,clear sky
647,Mizan Teferi,ET,6.98,35.58,63.32,74,88,2.71,overcast clouds
648,Siilinjarvi,FI,63.08,27.67,37.4,93,80,6.93,broken clouds
649,Svatove,UA,49.41,38.15,54.95,47,100,7.4,overcast clouds
650,Algiers,DZ,36.75,3.04,75.2,73,40,4.7,scattered clouds
651,Guane,CU,22.2,-84.09,79.84,84,36,2.48,scattered clouds
652,Chama,CH,47.18,8.46,64.4,88,90,1.16,overcast clouds
653,Dakar,SN,14.69,-17.44,82.4,83,40,4.7,scattered clouds
654,Buta,CD,2.79,24.73,69.58,97,100,1.57,overcast clouds
655,Arkhipo-Osipovka,RU,44.37,38.52,67.82,69,0,2.8,clear sky
656,Takoradi,GH,4.88,-1.76,73.92,89,46,5.93,scattered clouds
657,Ampanihy,MG,-24.7,44.75,63.36,89,0,4.63,clear sky
658,Lourdes,FR,43.1,-0.05,66.2,63,64,3.36,broken clouds
659,Agirish,RU,61.92,63.02,41.18,79,100,8.01,overcast clouds
660,Uray,RU,60.12,64.78,43.54,78,100,10.16,overcast clouds
661,Cabedelo,BR,-6.98,-34.83,69.8,94,4,3.36,clear sky
662,Capreol,CA,46.71,-80.92,46.0,56,90,10.29,overcast clouds
663,Kuliyapitiya,LK,7.47,80.04,80.6,88,20,6.93,few clouds
664,Tahta,EG,26.77,31.5,78.67,44,0,7.92,clear sky
665,Bayir,TR,37.27,28.22,66.2,82,0,2.24,mist
666,Ugu,IN,26.78,80.33,84.2,83,75,3.36,mist
667,Baglung,NP,28.27,83.59,75.88,71,53,3.04,broken clouds
668,Vicosa Do Ceara,BR,-3.56,-41.09,63.95,98,12,3.44,few clouds
669,Potamia,GR,40.72,24.73,79.0,73,96,5.82,light rain
670,South Venice,US,27.05,-82.42,84.0,88,1,6.93,clear sky
671,Kohtla-Jarve,EE,59.4,27.27,48.07,76,100,24.79,overcast clouds
672,Den Helder,NL,52.96,4.76,55.0,76,4,12.75,clear sky
673,Vallenar,CL,-28.57,-70.76,64.15,42,0,1.23,clear sky
674,Santa Lucia,ES,27.91,-15.54,73.4,73,20,23.04,few clouds
675,Princeville,CA,45.77,-61.3,60.01,93,75,3.36,broken clouds
676,Bageshwar,IN,29.85,79.77,77.07,73,31,0.96,scattered clouds
677,Skibbereen,IE,51.55,-9.27,55.4,82,0,12.75,clear sky
678,Shahpur Chakar,PK,26.16,68.65,82.4,74,20,4.7,haze
679,Talnakh,RU,69.49,88.4,50.0,93,40,11.18,scattered clouds
680,Umm Lajj,SA,25.02,37.27,95.11,18,0,16.87,clear sky
681,Abonnema,NG,4.71,6.79,75.2,100,75,4.52,thunderstorm
